file,Assays,treatment,date,day,format,plant_region_red_channel,plant_region_green_channel,plant_region_blue_channel,plant_region_chroma_ratio,plant_region_chroma_difference,plant_region_chroma_base,plant_region_green_strength,plant_region_blue_green_ratio,total_area,class_background_area,plant_region_area,plant_region_filled_area,plant_region_convex_area,plant_region_equivalent_diameter,plant_region_major_axis_length,plant_region_minor_axis_length,plant_region_perimeter,plant_region_eccentricity,plant_region_extent,plant_region_solidity,plant_region_aspect_ratio
hP_c56,Experiment 1,highP_control,30.05.22,day 21,jpg,106.32209623046300,134.74187863928900,89.72670855041370,1.3745748543572100,-36.717476248850700,1.4549953344921800,0.4073327496595240,0.665915522750108,12689910,11218957,1470953,1533839,8211662,1368.5304264234800,1820.8985240033100,1404.5759794896000,14820.133259845200,0.6363939281464890,0.13255669390338700,0.17912975473174600,1.2964044313679600
hP_c57,Experiment 1,highP_control,30.05.22,day 21,jpg,114.59012852849200,145.90652610593400,95.34311519233960,1.3900278347526500,-40.93990424551810,1.4388201084878900,0.4100343426395710,0.6534533974382800,12689910,10201665,2488011,2587278,5872699,1779.8410021504900,2403.4130734640100,1999.1417059059000,23214.438959117500,0.5550862336720830,0.27870715848554200,0.42365716342690100,1.2022224669535900
hP_s01,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,141.91081871345000,167.17397660818700,126.22953216374300,1.2469139841228300,-33.10380116959060,1.6039598765162200,0.3840304948699430,0.755078838972601,12689910,12664236,25674,26268,2984668,180.80141612147400,1763.7626574283300,1233.4317684291100,1883.7228714274700,0.7148102580122400,0.005201837115271930,0.008601961759230840,1.4299637017414000
hP_s02,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,167.39247311828000,195.40860215053800,159.3978494623660,1.19592649260484,-32.01344086021500,1.6723435866395200,0.37420337901141800,0.8157156220767070,12689910,12682880,7030,7030,155919,94.60905876018530,777.3213455006980,161.50808683526800,734.5269119345810,0.9781766058576910,0.012114006065619000,0.04508751338836190,4.812894268839530
hP_s03,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,164.86519607843100,191.9485294117650,153.51470588235300,1.2057829544492300,-32.75857843137250,1.658673306518550,0.37612744580095500,0.7997701589733770,12689910,12674574,15336,15336,2220136,139.7369015616790,1760.7825303625700,1067.758460425080,1900.9949493661200,0.7951511237678530,0.0028792581517025100,0.006907684934616620,1.6490457304937700
hP_s04,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,143.05429071803900,168.9982486865150,125.7092819614710,1.2575978731168200,-34.6164623467601,1.5903334784140600,0.38605067970331500,0.7438496134634910,12689910,12668420,21490,22349,2020163,165.4143821327480,1145.7153278273900,464.7400789052120,1709.681240867130,0.914035981184503,0.0027957471858768600,0.010637755468246900,2.465281949700460
hP_s05,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,137.56006006006000,162.75675675675700,120.32432432432400,1.262245925787910,-33.81456456456460,1.5844772869847600,0.38692543557489500,0.7392892726668880,12689910,12664811,25099,25507,4562239,178.76531915701100,2599.949947119770,1208.910176431830,2067.1370849898500,0.8853241236185300,0.0036875018823904500,0.005501465398897340,2.1506560187901400
hP_s06,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,152.6727272727270,181.9121212121210,138.35151515151500,1.2501509819030000,-36.400000000000000,1.5998067665039700,0.38464397157667400,0.7605403874664760,12689910,12677515,12395,12611,3788439,125.62565087191500,1223.3489552457700,555.0433836223650,680.5269119345810,0.8911503354150070,0.0012586531771269800,0.0032717961144418600,2.2040600633086800
hP_s07,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,159.91666666666700,189.96825396825400,147.8293650793650,1.2345780895399200,-36.0952380952381,1.6199866310160400,0.38168133690521800,0.7781793114973260,12689910,12670977,18933,20817,53028,155.26185719767400,538.6580813247810,149.94247227929600,1598.4091629284900,0.9604759485200240,0.2212574500409020,0.3570377913555100,3.5924316381914100
hP_s08,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,140.96216216216200,167.08648648648600,132.38378378378400,1.22252763550792,-30.41351351351350,1.63595483808353,0.37936917034855200,0.7923069457474690,12689910,12682965,6945,6945,1408538,94.03535844662740,979.3434167716110,423.6159525353230,875.2548339959390,0.9016094784309430,0.00236825737177651,0.004930644398660170,2.3118662338145800
hP_s09,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,142.34302325581400,170.65503875969000,130.80620155038800,1.2495370534605700,-34.08042635658910,1.6005927911149500,0.38452771361073900,0.7664948102387060,12689910,12670497,19413,19413,52508,157.21768120012400,520.7756272928360,137.89530202663100,1452.2670273047600,0.9643065627884010,0.22505216786459500,0.3697150910337470,3.776601665459650
hP_s10,Experiment 1,highP_SynCom9,13.05.22,day 04,jpg,143.58291457286400,169.73869346733700,121.10050251256300,1.2825789793438600,-37.3969849246231,1.5593581621173500,0.390722961249277,0.7134525430753750,12689910,12674939,14971,15403,431236,138.06400408589500,1057.5026425609600,249.68899674410300,1186.7106781186500,0.9717258633288710,0.011325236494025700,0.03471648934690050,4.235279312867590
hP_s11,Experiment 1,highP_SynCom9,16.05.22,day 07,jpg,155.68726355611600,180.8846153846150,140.45523329129900,1.2216052563223600,-32.81336696090790,1.6371900740022900,0.37919147726897200,0.7764907645277000,12689910,12630298,59576,65117,3029788,275.4169913370310,1070.4370790014100,536.2256500025540,3194.132034355960,0.865481527457648,0.010080705202656400,0.019663421995202300,1.9962437063507000
